ID,B_treat,L_treat,day,silo,container,length,normality
BG8,T,T,7,2,5,110.55,a
BG4,C,C,7,1,1,110.6,n
BG7,T,C,7,3,3,110.75,n
BG6,T,C,7,3,3,110.9,n
BG7,T,C,7,1,1,110.95,n
BG6,T,C,7,3,3,111.15,n
BG6,T,T,7,3,6,111.15,n
BG6,T,T,7,1,4,111.2,n
BG7,T,T,7,1,4,111.2,n
BG7,T,T,7,2,5,111.25,a
BG8,T,C,7,1,1,111.35,n
BG4,C,C,7,1,1,111.4,n
BG4,C,C,7,2,2,111.45,n
BG7,T,C,7,3,3,111.45,n
BG7,T,C,7,3,3,111.5,n
BG6,T,T,14,2,5,111.5,a
BG7,T,C,7,1,1,111.65,n
BG7,T,T,14,2,5,111.7,a
BG4,C,T,7,2,5,111.75,n
BG5,C,C,7,2,2,111.75,n
BG9,T,C,7,1,1,111.75,n
BG7,T,T,7,1,4,111.8,n
BG6,T,C,7,3,3,111.9,n
BG8,T,C,7,2,2,111.9,n
BG4,C,C,7,1,1,112,n
BG7,T,T,7,1,4,112.05,n
BG3,C,C,7,1,1,112.1,n
BG8,T,C,7,3,3,112.25,n
BG4,C,C,7,3,3,112.35,n
BG4,C,C,7,3,3,112.35,n
BG4,C,T,7,2,5,112.35,n
BG4,C,C,7,1,1,112.4,n
BG6,T,C,7,2,2,112.4,n
BG7,T,T,7,3,6,112.4,n
BG8,T,C,7,1,1,112.4,n
BG9,T,C,7,1,1,112.45,n
BG8,T,C,7,1,1,112.5,n
BG7,T,T,14,3,6,112.6,a
BG5,C,C,7,1,1,112.65,n
BG7,T,C,7,3,3,112.65,n
BG7,T,C,7,3,3,112.65,n
BG7,T,T,7,2,5,112.65,a
BG8,T,C,7,2,2,112.65,n
BG4,C,C,7,1,1,112.9,n
BG9,T,C,7,1,1,113,n
BG4,C,C,7,3,3,113.05,n
BG8,T,C,7,1,1,113.3,n
BG6,T,C,7,2,2,113.4,n
BG6,T,C,7,2,2,113.4,n
BG6,T,T,7,2,5,113.5,n
BG6,T,C,14,2,2,113.5,n
BG9,T,C,7,3,3,113.55,n
BG4,C,C,7,3,3,113.65,n
BG9,T,C,7,3,3,113.65,n
BG9,T,T,7,1,4,113.7,a
BG9,T,C,7,3,3,113.75,n
BG7,T,T,7,2,5,113.8,n
BG8,T,T,7,1,4,113.8,n
BG4,C,T,7,3,6,113.85,n
BG6,T,C,7,2,2,113.85,n
BG9,T,C,7,1,1,113.9,n
BG6,T,T,7,1,4,113.95,n
BG7,T,T,7,3,6,114,n
BG8,T,C,7,1,1,114.1,n
BG8,T,C,7,3,3,114.1,n
BG6,T,C,7,2,2,114.2,n
BG7,T,T,7,3,6,114.2,a
BG9,T,T,7,1,4,114.2,a
BG8,T,T,7,2,5,114.35,n
BG9,T,C,7,1,1,114.35,n
BG4,C,T,7,2,5,114.4,n
BG6,T,C,14,2,2,114.6,n
BG6,T,C,7,3,3,114.65,n
BG6,T,C,7,2,2,114.75,n
BG7,T,T,7,3,6,114.75,n
BG7,T,T,7,2,5,114.85,a
BG8,T,T,7,1,4,114.85,n
BG3,C,C,7,1,1,115.1,n
BG8,T,C,7,3,3,115.15,n
BG3,C,C,7,1,1,115.2,a
BG9,T,C,7,1,1,115.2,n
BG8,T,C,7,3,3,115.25,n
BG7,T,C,7,2,2,115.3,n
BG7,T,T,7,1,4,115.3,a
BG9,T,C,7,1,1,115.3,n
BG9,T,T,7,1,4,115.3,n
BG7,T,C,7,1,1,115.4,n
BG7,T,C,7,2,2,115.45,n
BG7,T,C,7,3,3,115.45,n
BG8,T,C,7,1,1,115.45,a
BG8,T,T,7,1,4,115.5,n
BG4,C,C,7,2,2,115.55,n
BG8,T,C,7,2,2,115.6,n
BG9,T,C,7,3,3,115.7,n
BG8,T,C,7,2,2,115.85,n
BG8,T,C,7,3,3,115.9,n
BG8,T,C,7,3,3,115.9,n
BG4,C,C,7,3,3,116.05,n
BG6,T,C,7,3,3,116.1,n
BG7,T,T,7,2,5,116.1,n
BG9,T,C,7,3,3,116.3,n
BG9,T,T,7,1,4,116.3,n
BG7,T,C,7,2,2,116.35,n
BG7,T,T,7,1,4,116.65,n
BG5,C,C,7,2,2,116.85,n
BG7,T,T,7,1,4,116.9,n
BG8,T,T,14,3,6,117,a
BG6,T,C,7,3,3,117.15,n
BG4,C,C,7,1,1,117.7,n
BG9,T,C,7,3,3,117.75,a
BG7,T,C,7,1,1,117.95,n
BG8,T,T,7,1,4,118.1,n
BG9,T,T,7,3,6,118.15,n
BG6,T,T,7,2,5,118.25,n
BG8,T,T,7,2,5,118.3,a
BG9,T,C,7,3,3,118.35,n
BG8,T,C,7,3,3,118.45,n
BG9,T,C,7,2,2,118.45,n
BG8,T,C,7,3,3,118.5,n
BG9,T,C,7,1,1,118.6,n
BG8,T,C,7,2,2,118.7,n
BG6,T,T,7,1,4,118.8,n
BG6,T,C,7,3,3,118.9,n
BG6,T,T,14,2,5,119,n
BG5,C,C,7,3,3,119.3,n
BG6,T,T,7,1,4,119.5,n
BG7,T,C,7,3,3,119.55,n
BG6,T,T,7,2,5,119.6,n
BG7,T,T,7,1,4,119.7,n
BG9,T,C,7,3,3,119.7,n
BG7,T,T,14,2,5,119.7,a
BG4,C,C,7,3,3,119.9,n
BG6,T,C,7,2,2,120,n
BG7,T,T,14,3,6,120,a
BG8,T,C,7,1,1,120.05,n
BG7,T,C,7,3,3,120.1,n
BG7,T,T,7,2,5,120.15,n
BG8,T,C,7,3,3,120.2,n
BG7,T,C,7,3,3,120.3,n
BG6,T,T,14,2,5,120.3,n
BG9,T,C,7,3,3,120.45,n
BG7,T,C,7,3,3,120.55,n
BG9,T,C,7,3,3,120.55,n
BG8,T,T,7,1,4,120.6,a
BG8,T,C,7,1,1,120.9,n
BG7,T,C,7,1,1,121.1,n
BG4,C,C,7,3,3,121.25,n
BG5,C,C,7,3,3,121.35,n
BG6,T,T,7,3,6,121.5,n
BG8,T,C,7,1,1,121.5,n
BG8,T,C,7,3,3,121.8,n
BG9,T,T,7,1,4,121.85,a
BG8,T,C,7,1,1,121.95,n
BG6,T,C,7,3,3,122,n
BG7,T,C,7,3,3,122.1,n
BG8,T,C,7,3,3,122.15,n
BG9,T,C,7,2,2,122.15,n
BG6,T,C,7,2,2,122.25,n
BG9,T,C,7,1,1,122.25,n
BG6,T,T,7,3,6,122.45,n
BG6,T,C,7,3,3,122.7,n
BG6,T,C,7,3,3,122.7,n
BG7,T,C,7,3,3,122.7,n
BG6,T,T,7,3,6,123.1,n
BG8,T,T,7,2,5,123.2,n
BG8,T,T,7,2,5,123.2,n
BG8,T,T,14,3,6,123.2,a
BG6,T,C,7,3,3,123.4,n
BG6,T,C,7,3,3,123.5,n
BG7,T,C,14,3,3,123.5,n
BG9,T,C,7,2,2,123.7,n
BG6,T,C,7,3,3,123.75,n
BG7,T,T,7,3,6,123.75,n
BG7,T,T,7,1,4,123.8,n
BG7,T,T,14,2,5,123.9,a
BG7,T,C,7,2,2,123.95,n
BG7,T,T,7,3,6,123.95,n
BG6,T,T,7,2,5,124,n
BG8,T,C,7,3,3,124.05,n
BG8,T,T,14,3,6,124.1,a
BG8,T,C,7,3,3,124.35,n
BG7,T,T,7,1,4,124.4,n
BG7,T,T,7,1,4,124.4,n
BG9,T,C,7,1,1,124.4,n
BG8,T,T,7,2,5,124.5,n
BG4,C,C,7,2,2,124.55,n
BG6,T,C,7,2,2,124.6,n
BG9,T,T,7,2,5,124.75,n
BG6,T,C,7,3,3,124.95,n
BG7,T,C,7,1,1,125,n
BG7,T,T,7,1,4,125,n
BG8,T,C,7,3,3,125,n
BG8,T,C,7,3,3,125.15,n
BG9,T,C,7,3,3,125.2,n
BG6,T,C,7,2,2,125.25,n
BG8,T,T,7,3,6,125.25,n
BG7,T,C,7,2,2,125.35,n
BG7,T,C,7,1,1,125.45,n
BG8,T,C,7,1,1,125.45,n
BG6,T,C,7,2,2,125.75,n
BG8,T,C,7,2,2,125.75,a
BG7,T,C,7,3,3,126,n
BG7,T,C,14,1,1,126,a
BG6,T,T,7,1,4,126.05,n
BG9,T,C,7,3,3,126.05,n
BG6,T,C,7,2,2,126.1,n
BG6,T,C,7,3,3,126.2,n
BG6,T,C,7,3,3,126.25,n
BG7,T,C,7,3,3,126.25,n
BG9,T,C,14,1,1,126.4,n
BG9,T,C,7,2,2,126.6,n
BG9,T,T,7,1,4,126.75,n
BG9,T,C,7,3,3,126.95,n
BG6,T,C,7,3,3,127.3,n
BG8,T,T,7,1,4,127.3,n
BG8,T,C,7,1,1,127.35,n
BG9,T,C,7,3,3,127.35,n
BG9,T,C,7,3,3,127.5,n
BG6,T,T,7,2,5,127.55,n
BG6,T,T,7,3,6,127.65,n
BG9,T,T,7,3,6,127.7,n
BG9,T,T,7,1,4,128,n
BG8,T,C,7,3,3,128.15,n
BG9,T,C,7,3,3,128.2,n
