ID,B_treat,L_treat,day,silo,container,length,normality
BG3,C,T,7,1,4,69.05,n
BG10,T,C,2,0,1,69.1,n
BG6,T,T,2,0,4,69.1,a
BG7,T,C,2,0,1,69.1,n
BG10,T,C,2,0,1,69.2,a
BG7,T,T,7,2,5,69.25,a
BG4,C,T,2,0,4,69.3,n
BG4,C,T,2,0,4,69.3,n
BG4,C,C,2,0,1,69.4,n
BG5,C,C,2,0,1,69.4,a
BG6,T,T,2,0,4,69.4,a
BG9,T,C,2,0,1,69.4,a
BG9,T,T,2,0,4,69.4,a
BG4,C,C,7,1,1,69.4,n
BG5,C,C,2,0,1,69.5,a
BG3,C,T,7,2,5,69.5,a
BG4,C,T,7,2,5,69.5,n
BG3,C,T,7,2,5,69.6,n
BG8,T,C,2,0,1,69.7,n
BG8,T,T,7,3,6,69.7,a
BG7,T,T,2,0,4,69.8,n
BG8,T,T,2,0,4,69.8,n
BG6,T,T,7,2,5,69.85,a
BG6,T,T,2,0,4,69.9,n
BG10,T,T,2,0,4,70,a
BG4,C,C,2,0,1,70,n
BG6,T,C,2,0,1,70,n
BG7,T,C,2,0,1,70,n
BG3,C,C,7,1,1,70,a
BG5,C,T,7,2,5,70,n
BG5,C,C,2,0,1,70.1,a
BG7,T,T,2,0,4,70.1,a
BG3,C,T,7,1,4,70.1,n
BG4,C,C,7,1,1,70.1,n
BG5,C,C,2,0,1,70.2,a
BG6,T,C,2,0,1,70.2,a
BG8,T,C,2,0,1,70.2,n
BG5,C,C,7,3,3,70.25,n
BG9,T,C,7,2,2,70.3,n
BG4,C,T,2,0,4,70.4,a
BG6,T,C,2,0,1,70.4,n
BG5,C,C,7,3,3,70.45,n
BG5,C,T,2,0,4,70.5,n
BG7,T,C,2,0,1,70.5,n
BG9,T,C,2,0,1,70.5,n
BG9,T,T,7,1,4,70.55,n
BG8,T,T,7,1,4,70.65,a
BG7,T,T,2,0,4,70.7,n
BG5,C,T,7,2,5,70.7,n
BG5,C,C,7,3,3,70.75,n
BG8,T,T,2,0,4,70.8,n
BG8,T,T,7,2,5,70.85,n
BG10,T,T,2,0,4,70.9,a
BG3,C,T,2,0,4,70.9,n
BG6,T,C,2,0,1,70.9,n
BG5,C,C,7,2,2,70.95,n
BG5,C,T,2,0,4,71,a
BG5,C,C,2,0,1,71.1,a
BG5,C,T,2,0,4,71.1,n
BG8,T,T,2,0,4,71.1,n
BG8,T,C,7,1,1,71.1,n
BG5,C,C,7,2,2,71.15,n
BG10,T,T,2,0,4,71.2,n
BG8,T,C,2,0,1,71.2,n
BG8,T,C,2,0,1,71.2,n
BG9,T,C,2,0,1,71.2,n
BG5,C,T,7,2,5,71.2,a
BG9,T,T,7,2,5,71.25,a
BG6,T,T,7,1,4,71.4,a
BG5,C,C,2,0,1,71.5,n
BG5,C,T,2,0,4,71.5,a
BG6,T,C,2,0,1,71.5,a
BG8,T,C,2,0,1,71.5,n
BG8,T,T,2,0,4,71.5,a
BG5,C,T,7,2,5,71.5,a
BG8,T,C,7,2,2,71.5,n
BG9,T,T,7,2,5,71.5,n
BG3,C,C,2,0,1,71.6,a
BG3,C,T,2,0,4,71.6,a
BG4,C,C,2,0,1,71.6,a
BG6,T,C,2,0,1,71.6,n
BG8,T,C,2,0,1,71.6,n
BG8,T,T,2,0,4,71.6,n
BG5,C,C,7,1,1,71.65,n
BG3,C,C,2,0,1,71.7,n
BG6,T,C,2,0,1,71.7,n
BG7,T,T,2,0,4,71.7,n
BG8,T,C,2,0,1,71.7,n
BG9,T,C,2,0,1,71.7,n
BG3,C,C,7,1,1,71.7,n
BG7,T,C,2,0,1,71.8,n
BG7,T,C,2,0,1,71.8,n
BG10,T,C,2,0,1,72,n
BG4,C,C,2,0,1,72,a
BG4,C,T,2,0,4,72,a
BG8,T,T,7,3,6,72.05,a
BG4,C,T,2,0,4,72.1,a
BG8,T,T,7,2,5,72.1,a
BG3,C,T,7,1,4,72.2,n
BG10,T,C,2,0,1,72.3,n
BG3,C,T,2,0,4,72.3,a
BG4,C,C,2,0,1,72.3,a
BG4,C,C,2,0,1,72.3,n
BG6,T,T,2,0,4,72.3,a
BG3,C,T,7,2,5,72.3,n
BG5,C,C,7,1,1,72.3,n
BG7,T,C,2,0,1,72.4,n
BG5,C,C,7,2,2,72.4,n
BG8,T,C,2,0,1,72.5,n
BG6,T,C,2,0,1,72.6,n
BG3,C,T,7,2,5,72.7,n
BG4,C,C,2,0,1,72.8,a
BG9,T,T,2,0,4,72.8,n
BG10,T,C,2,0,1,72.9,n
BG9,T,C,2,0,1,72.9,n
BG3,C,T,7,1,4,72.9,n
BG9,T,C,7,2,2,72.95,n
BG7,T,C,2,0,1,73,n
BG8,T,C,2,0,1,73,n
BG9,T,C,2,0,1,73,n
BG9,T,C,2,0,1,73,n
BG8,T,T,7,1,4,73.05,n
BG9,T,T,7,3,6,73.05,a
BG5,C,C,7,2,2,73.1,n
BG7,T,T,7,1,4,73.15,a
BG8,T,T,7,3,6,73.15,n
BG4,C,C,2,0,1,73.2,n
BG10,T,C,2,0,1,73.3,a
BG3,C,T,7,2,5,73.3,a
BG5,C,C,7,3,3,73.35,n
BG10,T,C,2,0,1,73.4,n
BG10,T,C,2,0,1,73.4,n
BG3,C,C,7,1,1,73.4,a
BG5,C,C,7,2,2,73.45,n
BG4,C,C,2,0,1,73.5,n
BG7,T,C,2,0,1,73.5,n
BG9,T,C,2,0,1,73.5,n
BG9,T,T,2,0,4,73.5,n
BG3,C,T,7,2,5,73.5,n
BG3,C,T,7,1,4,73.65,n
BG3,C,T,7,1,4,73.65,n
BG10,T,C,2,0,1,73.7,n
BG5,C,T,7,2,5,73.7,n
BG8,T,T,7,3,6,73.7,a
BG8,T,C,2,0,1,73.9,n
BG6,T,T,7,1,4,73.9,a
BG9,T,T,7,1,4,73.9,a
BG5,C,T,7,2,5,73.95,a
BG10,T,C,2,0,1,74,a
BG4,C,T,2,0,4,74,a
BG8,T,C,2,0,1,74,n
BG10,T,C,2,0,1,74.1,n
BG6,T,C,2,0,1,74.1,n
BG6,T,C,2,0,1,74.1,n
BG7,T,C,2,0,1,74.1,n
BG9,T,C,2,0,1,74.1,n
BG6,T,T,7,1,4,74.2,n
BG8,T,T,7,3,6,74.25,n
BG9,T,T,7,3,6,74.25,a
BG5,C,C,7,2,2,74.3,n
BG9,T,T,7,1,4,74.3,a
BG5,C,T,7,2,5,74.35,n
BG4,C,C,2,0,1,74.4,n
BG6,T,C,2,0,1,74.4,n
BG3,C,C,7,1,1,74.4,n
BG6,T,C,7,2,2,74.4,n
BG6,T,T,7,3,6,74.4,a
BG4,C,C,2,0,1,74.5,n
BG6,T,T,2,0,4,74.5,n
BG9,T,C,2,0,1,74.5,n
BG8,T,T,7,3,6,74.5,a
BG8,T,T,7,3,6,74.5,a
BG7,T,C,2,0,1,74.6,n
BG10,T,C,2,0,1,74.7,n
BG7,T,T,2,0,4,74.7,n
BG9,T,C,2,0,1,74.7,n
BG3,C,T,7,1,4,74.7,n
BG9,T,C,7,2,2,74.75,n
BG6,T,C,2,0,1,74.8,n
BG6,T,T,2,0,4,74.8,n
BG6,T,T,7,1,4,74.8,a
BG9,T,C,7,2,2,74.8,n
BG3,C,T,7,1,4,74.85,n
BG5,C,T,7,2,5,74.85,n
BG9,T,T,7,3,6,74.85,a
BG6,T,C,2,0,1,74.9,n
BG8,T,T,7,2,5,74.95,a
BG4,C,T,2,0,4,75,n
BG7,T,C,2,0,1,75,n
BG7,T,C,2,0,1,75,n
BG8,T,C,2,0,1,75,n
BG8,T,T,2,0,4,75,n
BG7,T,C,2,0,1,75.1,n
BG8,T,C,2,0,1,75.1,n
BG8,T,T,2,0,4,75.1,a
BG10,T,C,2,0,1,75.2,a
BG6,T,C,2,0,1,75.2,n
BG8,T,C,2,0,1,75.2,n
BG8,T,C,7,1,1,75.2,a
BG9,T,C,7,2,2,75.2,n
BG3,C,T,7,1,4,75.25,n
BG3,C,C,2,0,1,75.3,a
BG4,C,T,2,0,4,75.3,n
BG5,C,C,2,0,1,75.3,n
BG8,T,C,2,0,1,75.3,n
BG3,C,C,2,0,1,75.4,n
BG3,C,T,2,0,4,75.4,a
BG3,C,T,7,2,5,75.4,n
BG5,C,T,7,2,5,75.4,n
BG3,C,T,7,1,4,75.45,n
BG10,T,C,2,0,1,75.5,n
BG5,C,T,2,0,4,75.6,n
BG9,T,C,2,0,1,75.6,n
BG8,T,C,2,0,1,75.7,n
BG4,C,T,7,3,6,75.7,n
BG5,C,T,7,2,5,75.7,n
BG7,T,C,2,0,1,75.8,n
BG6,T,C,2,0,1,75.9,n
BG9,T,C,2,0,1,75.9,n
BG3,C,C,7,1,1,76.3,a
BG3,C,T,7,2,5,76.3,n
BG3,C,T,7,2,5,76.35,n
BG6,T,T,7,3,6,76.45,a
BG8,T,C,7,2,2,76.45,n
BG3,C,T,7,1,4,76.55,n
BG3,C,T,7,1,4,76.55,n
BG8,T,T,14,1,4,76.6,a
BG4,C,C,2,0,1,76.7,n
BG9,T,C,2,0,1,76.7,n
BG5,C,C,7,2,2,76.75,n
BG4,C,C,2,0,1,76.8,n
BG4,C,C,2,0,1,76.8,n
BG4,C,C,7,3,3,76.8,n
BG5,C,C,7,2,2,76.8,n
BG8,T,C,2,0,1,76.9,n
BG8,T,C,2,0,1,76.9,n
BG8,T,C,2,0,1,77,n
BG5,C,T,7,2,5,77,n
BG9,T,T,7,2,5,77,a
BG9,T,C,2,0,1,77.1,n
BG4,C,C,2,0,1,77.2,n
BG7,T,T,7,3,6,77.25,n
BG8,T,T,7,1,4,77.35,a
BG10,T,C,2,0,1,77.4,n
BG9,T,C,2,0,1,77.4,n
BG3,C,C,2,0,1,77.5,a
BG6,T,C,2,0,1,77.5,n
BG9,T,C,2,0,1,77.5,n
BG9,T,T,7,3,6,77.5,a
BG3,C,T,2,0,4,77.6,a
BG3,C,C,7,1,1,77.6,a
BG8,T,T,2,0,4,77.7,n
BG9,T,C,2,0,1,77.7,n
BG4,C,C,7,1,1,77.7,n
BG8,T,C,2,0,1,77.8,n
BG4,C,C,7,2,2,77.8,n
BG3,C,T,7,2,5,77.85,n
BG8,T,T,7,1,4,77.9,a
BG8,T,T,7,2,5,77.9,a
BG3,C,T,7,2,5,77.95,n
BG4,C,C,7,3,3,77.95,n
BG8,T,T,7,1,4,77.95,a
BG5,C,T,7,2,5,78.1,n
BG9,T,C,2,0,1,78.2,n
BG5,C,C,7,2,2,78.2,n
BG5,C,C,7,2,2,78.2,n
BG9,T,T,7,1,4,78.2,a
BG8,T,C,2,0,1,78.3,n
BG8,T,T,7,2,5,78.3,a
BG5,C,C,7,3,3,78.35,n
BG9,T,T,7,2,5,78.35,a
BG3,C,C,2,0,1,78.5,n
BG4,C,C,14,1,1,78.7,n
BG4,C,C,7,3,3,78.8,n
BG3,C,T,7,1,4,78.85,a
BG3,C,T,7,1,4,78.85,n
BG4,C,T,2,0,4,79,a
BG9,T,C,2,0,1,79.1,n
BG9,T,T,7,1,4,79.1,a
BG3,C,T,7,2,5,79.15,a
BG8,T,T,7,1,4,79.25,a
BG8,T,T,7,2,5,79.3,a
BG6,T,T,7,3,6,79.55,a
BG5,C,T,7,2,5,79.6,n
BG3,C,T,7,2,5,79.75,n
BG3,C,T,7,2,5,79.95,n
BG4,C,C,2,0,1,80,n
BG6,T,T,7,1,4,80,n
BG8,T,T,14,1,4,80.3,a
BG4,C,T,7,1,4,80.35,n
BG6,T,T,7,3,6,80.35,n
BG4,C,T,7,2,5,80.45,n
BG7,T,T,7,1,4,80.45,a
BG5,C,C,7,3,3,80.5,n
BG9,T,T,7,2,5,80.6,n
BG8,T,T,7,2,5,80.65,a
BG4,C,C,2,0,1,80.8,n
BG5,C,T,7,2,5,80.8,n
BG4,C,T,7,2,5,80.85,n
BG4,C,T,7,2,5,80.95,n
BG7,T,C,2,0,1,81,n
BG4,C,T,7,3,6,81.1,n
BG4,C,T,7,3,6,81.15,n
BG4,C,C,7,2,2,81.2,n
BG3,C,C,7,1,1,81.3,n
BG4,C,T,7,1,4,81.35,a
BG5,C,C,7,2,2,81.85,n
BG3,C,T,7,1,4,82.15,n
BG5,C,T,7,2,5,82.15,n
BG3,C,C,7,1,1,82.2,a
BG7,T,T,7,2,5,82.25,a
BG9,T,T,7,3,6,82.3,a
BG7,T,T,7,3,6,82.4,a
BG6,T,T,7,2,5,82.45,a
BG9,T,T,7,2,5,82.5,a
BG6,T,T,7,2,5,82.55,a
BG3,C,T,7,1,4,82.6,a
BG4,C,C,7,1,1,82.6,n
BG4,C,C,7,2,2,82.65,n
BG5,C,T,7,2,5,82.65,a
BG4,C,T,7,1,4,82.8,n
BG3,C,T,7,1,4,82.85,n
BG9,T,C,7,2,2,82.85,n
BG3,C,C,7,1,1,82.9,n
BG6,T,C,2,0,1,83,n
BG4,C,T,7,3,6,83,n
BG4,C,T,7,3,6,83,n
BG6,T,T,7,1,4,83.05,n
BG3,C,T,7,1,4,83.65,n
BG6,T,T,7,2,5,83.65,a
BG4,C,C,7,3,3,83.9,n
BG9,T,T,7,3,6,83.95,a
BG4,C,T,7,3,6,84.15,a
BG4,C,T,7,3,6,84.4,a
BG9,T,T,7,1,4,84.55,a
BG4,C,C,14,1,1,84.6,n
BG3,C,T,7,2,5,84.75,a
BG9,T,T,7,2,5,84.75,a
BG4,C,C,7,3,3,84.85,n
BG6,T,C,7,2,2,84.85,a
BG4,C,C,7,3,3,84.9,n
BG4,C,T,7,1,4,85,n
BG8,T,C,7,1,1,85.05,n
BG5,C,C,7,3,3,85.15,n
BG9,T,T,7,2,5,85.15,a
BG5,C,C,7,3,3,85.4,n
BG4,C,T,7,3,6,85.65,n
BG7,T,T,7,2,5,85.7,a
BG4,C,C,7,2,2,85.75,a
BG3,C,C,7,1,1,85.8,n
BG4,C,T,7,3,6,85.85,n
BG9,T,T,7,3,6,86,a
BG7,T,C,7,2,2,86.2,n
BG9,T,C,7,1,1,86.2,n
BG8,T,T,14,3,6,86.4,a
BG4,C,C,7,1,1,86.6,n
BG8,T,T,7,2,5,86.65,n
BG4,C,T,7,3,6,86.8,n
BG8,T,T,7,2,5,86.8,a
BG7,T,T,7,3,6,87,n
BG9,T,T,7,3,6,87.05,a
BG7,T,T,7,2,5,87.2,a
BG3,C,T,7,1,4,87.25,n
BG8,T,C,7,2,2,87.25,n
BG9,T,T,7,2,5,87.35,a
BG3,C,C,7,1,1,87.5,n
BG9,T,T,7,3,6,87.55,a
BG5,C,C,7,1,1,87.65,n
BG4,C,T,7,3,6,87.7,n
BG4,C,T,7,2,5,87.85,a
BG4,C,C,7,3,3,87.95,n
BG8,T,C,7,1,1,88.15,a
BG9,T,C,7,1,1,88.3,a
BG4,C,T,7,1,4,88.45,n
BG6,T,T,7,2,5,88.45,a
BG6,T,T,7,3,6,88.55,n
BG5,C,C,7,1,1,88.7,a
BG4,C,T,7,1,4,88.75,n
BG5,C,T,7,2,5,88.85,a
BG4,C,T,7,3,6,89,n
BG4,C,T,7,1,4,89.25,n
BG8,T,T,7,3,6,89.25,a
BG6,T,T,7,2,5,89.35,a
BG7,T,C,7,2,2,89.35,n
BG8,T,T,7,2,5,89.35,a
BG4,C,T,7,2,5,89.4,a
BG9,T,C,7,3,3,89.5,n
BG9,T,T,7,2,5,89.65,a
BG4,C,T,7,2,5,89.75,a
BG7,T,C,7,3,3,89.75,n
BG3,C,T,7,1,4,89.9,n
BG4,C,T,7,1,4,89.9,n
BG6,T,T,7,2,5,89.95,a
BG4,C,C,7,1,1,90,n
BG8,T,T,14,2,5,90,a
BG4,C,T,7,1,4,90.1,a
BG4,C,T,7,2,5,90.25,a
BG4,C,C,7,3,3,90.5,n
BG9,T,T,7,1,4,90.5,n
BG8,T,T,7,2,5,90.55,a
BG5,C,C,7,1,1,90.6,n
BG5,C,C,7,3,3,90.65,n
BG7,T,C,7,2,2,90.7,n
BG3,C,C,7,1,1,90.8,n
BG8,T,T,14,2,5,90.9,a
BG5,C,T,7,2,5,90.95,n
BG7,T,C,7,1,1,91,n
BG3,C,C,14,1,1,91.2,n
BG9,T,T,7,3,6,91.3,a
BG4,C,T,7,1,4,91.45,n
BG6,T,T,14,2,5,91.5,a
BG3,C,C,7,1,1,91.6,a
BG7,T,C,7,1,1,91.6,n
BG5,C,T,7,2,5,91.75,n
BG4,C,T,7,1,4,91.8,n
BG8,T,T,7,2,5,91.8,a
BG4,C,T,7,1,4,91.85,n
BG4,C,C,7,1,1,91.9,n
BG4,C,C,7,2,2,91.95,n
BG5,C,C,7,2,2,91.95,n
BG9,T,T,7,2,5,91.95,a
BG9,T,C,7,1,1,92,n
BG9,T,T,7,1,4,92,a
BG7,T,C,7,1,1,92.1,n
BG7,T,C,7,3,3,92.15,n
BG3,C,T,7,2,5,92.35,n
BG7,T,C,7,1,1,92.35,n
BG9,T,C,7,2,2,92.45,n
BG4,C,T,7,1,4,92.6,n
BG9,T,T,7,1,4,92.65,a
BG7,T,C,7,1,1,92.7,n
BG7,T,C,7,2,2,92.75,n
BG6,T,T,14,2,5,93,a
BG7,T,T,7,1,4,93.05,a
BG6,T,T,7,2,5,93.1,a
BG6,T,T,7,2,5,93.1,a
BG5,C,C,7,1,1,93.15,n
BG8,T,C,7,1,1,93.25,n
BG4,C,C,7,1,1,93.3,n
BG9,T,T,7,1,4,93.3,n
BG6,T,T,14,2,5,93.3,a
BG8,T,T,14,3,6,93.4,a
BG5,C,T,7,2,5,93.55,n
BG9,T,C,7,3,3,93.55,n
BG4,C,C,7,2,2,93.65,n
BG7,T,C,7,1,1,93.7,n
BG4,C,C,7,3,3,93.8,n
BG4,C,C,7,1,1,93.9,n
BG5,C,T,7,2,5,93.9,n
BG4,C,C,7,2,2,93.95,n
BG7,T,C,7,3,3,93.95,a
BG7,T,T,7,2,5,94,n
BG8,T,T,14,3,6,94,a
BG7,T,T,7,3,6,94.1,n
BG4,C,T,7,2,5,94.15,n
BG7,T,C,7,1,1,94.2,n
BG4,C,C,7,2,2,94.3,n
BG6,T,T,7,2,5,94.35,a
BG4,C,T,7,2,5,94.4,n
BG3,C,T,7,2,5,94.5,a
BG8,T,T,7,1,4,94.5,a
BG4,C,T,7,3,6,94.6,n
BG6,T,T,14,2,5,94.6,a
BG4,C,C,7,3,3,94.65,n
BG6,T,T,7,1,4,94.65,a
BG4,C,T,7,1,4,94.7,n
BG8,T,C,7,1,1,94.75,a
BG3,C,C,7,1,1,94.8,n
BG7,T,C,7,1,1,94.8,n
BG3,C,T,7,2,5,95,n
BG5,C,C,7,3,3,95.1,n
BG6,T,T,7,3,6,95.15,a
BG3,C,T,7,1,4,95.3,n
BG5,C,C,7,1,1,95.3,n
BG5,C,C,7,3,3,95.3,n
BG4,C,C,7,1,1,95.4,n
BG4,C,C,7,3,3,95.4,n
BG4,C,C,7,2,2,95.5,n
BG4,C,T,7,3,6,95.5,n
BG6,T,T,7,1,4,95.5,a
BG4,C,C,7,1,1,95.7,n
BG6,T,T,7,1,4,95.8,a
BG7,T,C,7,2,2,95.85,n
BG7,T,C,7,1,1,95.9,n
BG9,T,T,7,1,4,96,a
BG4,C,T,7,1,4,96.1,a
BG7,T,C,7,1,1,96.1,n
BG3,C,T,7,2,5,96.15,n
BG4,C,T,7,1,4,96.15,a
BG5,C,C,7,2,2,96.15,n
BG7,T,C,7,2,2,96.35,n
BG9,T,T,7,3,6,96.35,n
BG4,C,T,7,3,6,96.45,a
BG7,T,C,7,1,1,96.45,n
BG3,C,C,7,1,1,96.6,n
BG5,C,C,7,1,1,96.65,n
BG5,C,C,7,2,2,96.65,a
BG7,T,C,7,3,3,96.65,n
BG8,T,C,7,2,2,96.65,n
BG8,T,C,7,1,1,96.7,a
BG9,T,C,7,1,1,96.8,n
BG4,C,C,7,1,1,96.9,n
BG4,C,C,7,2,2,97,n
BG7,T,T,7,2,5,97.15,a
BG7,T,C,7,1,1,97.2,n
BG7,T,T,14,2,5,97.2,a
BG7,T,T,14,2,5,97.2,a
BG9,T,T,7,3,6,97.3,a
BG4,C,T,7,2,5,97.35,n
BG9,T,C,7,2,2,97.35,n
BG4,C,C,14,1,1,97.5,n
BG4,C,C,7,1,1,97.6,n
BG8,T,C,7,1,1,97.65,n
BG7,T,C,7,2,2,97.7,n
BG7,T,T,7,3,6,97.75,n
BG4,C,C,7,1,1,97.8,n
BG7,T,C,7,2,2,97.9,n
BG9,T,T,7,1,4,97.9,n
BG7,T,C,7,1,1,97.95,n
BG8,T,T,14,3,6,98,a
BG7,T,C,7,2,2,98.2,n
BG8,T,T,14,3,6,98.2,a
BG4,C,C,7,2,2,98.35,n
BG4,C,C,7,2,2,98.35,n
BG4,C,T,7,2,5,98.35,n
BG8,T,T,7,1,4,98.35,a
BG9,T,C,7,3,3,98.35,n
BG8,T,T,7,2,5,98.5,a
BG7,T,C,7,2,2,98.55,n
BG7,T,C,7,3,3,98.55,a
BG8,T,T,7,1,4,98.65,n
BG8,T,T,7,2,5,98.7,n
BG7,T,C,7,2,2,98.85,n
BG7,T,C,7,3,3,98.85,n
BG4,C,C,7,2,2,98.9,n
BG7,T,T,7,3,6,98.9,a
BG9,T,C,7,1,1,98.9,n
BG9,T,C,7,1,1,98.9,n
BG8,T,C,7,2,2,98.95,n
BG8,T,T,7,2,5,99,a
BG7,T,C,14,3,3,99,n
BG6,T,T,7,2,5,99.1,a
BG4,C,T,7,3,6,99.15,n
BG5,C,C,7,2,2,99.3,n
BG7,T,C,7,2,2,99.35,n
BG8,T,T,7,1,4,99.35,a
BG6,T,T,7,3,6,99.6,a
BG4,C,C,7,3,3,99.75,n
BG7,T,C,7,2,2,99.75,n
BG4,C,C,7,3,3,99.95,n
BG6,T,T,7,3,6,99.95,n
BG8,T,T,7,2,5,99.95,a
BG4,C,C,7,3,3,100.1,n
BG4,C,T,7,2,5,100.2,n
BG8,T,T,7,1,4,100.2,a
BG9,T,C,7,3,3,100.3,n
BG6,T,C,7,2,2,100.55,n
BG6,T,T,7,1,4,100.6,n
BG8,T,T,7,2,5,100.6,a
BG6,T,T,14,2,5,100.6,n
BG5,C,C,7,1,1,100.7,n
BG8,T,T,7,1,4,100.7,n
BG7,T,T,7,1,4,100.75,a
BG4,C,C,7,2,2,100.8,a
BG4,C,C,7,2,2,100.8,n
BG7,T,T,7,2,5,100.8,a
BG5,C,C,7,1,1,100.95,n
BG6,T,T,7,2,5,101,n
BG3,C,T,7,1,4,101.1,n
BG9,T,T,7,3,6,101.1,n
BG8,T,T,7,3,6,101.2,a
BG8,T,C,7,3,3,101.25,a
BG7,T,C,7,1,1,101.35,n
BG4,C,T,7,3,6,101.45,n
BG9,T,T,7,1,4,101.45,a
BG9,T,C,7,1,1,101.55,n
BG6,T,C,7,2,2,101.6,n
BG7,T,T,7,1,4,101.6,n
BG8,T,T,14,2,5,101.7,a
BG9,T,T,7,1,4,101.75,a
BG3,C,T,7,1,4,101.8,n
BG5,C,C,7,1,1,101.9,n
BG6,T,C,7,3,3,101.9,n
BG5,C,C,7,3,3,102.1,n
BG8,T,C,7,3,3,102.15,n
BG4,C,C,7,2,2,102.2,n
BG6,T,T,7,1,4,102.2,n
BG3,C,T,7,1,4,102.4,n
BG6,T,T,7,1,4,102.4,a
BG7,T,C,7,3,3,102.5,n
BG6,T,T,7,1,4,102.6,n
BG4,C,T,7,2,5,102.7,n
BG6,T,C,7,2,2,102.7,n
BG6,T,T,14,2,5,102.8,a
BG5,C,C,7,1,1,102.85,n
BG8,T,T,14,1,4,102.9,a
BG5,C,C,7,1,1,102.95,n
BG4,C,T,7,3,6,103,n
BG7,T,C,7,3,3,103.1,n
BG8,T,C,7,3,3,103.1,n
BG7,T,T,7,2,5,103.15,a
BG4,C,C,7,1,1,103.2,n
BG7,T,T,7,3,6,103.2,n
BG7,T,C,7,1,1,103.3,n
BG4,C,C,7,2,2,103.35,n
BG4,C,C,7,1,1,103.4,n
BG5,C,C,7,3,3,103.5,n
BG6,T,T,7,1,4,103.6,a
BG4,C,T,7,2,5,103.7,n
BG4,C,C,7,2,2,103.85,n
BG7,T,C,7,1,1,104,n
BG9,T,C,7,1,1,104,n
BG5,C,C,7,2,2,104.1,n
BG8,T,C,7,3,3,104.1,a
BG9,T,C,7,1,1,104.1,n
BG7,T,C,7,1,1,104.2,n
BG7,T,T,7,2,5,104.25,n
BG8,T,C,7,1,1,104.25,n
BG3,C,C,7,1,1,104.3,n
BG5,C,C,7,1,1,104.45,n
BG6,T,T,7,1,4,104.7,a
BG7,T,C,14,1,1,104.7,n
BG5,C,C,7,3,3,104.9,n
BG5,C,C,7,3,3,104.95,n
BG9,T,C,7,1,1,104.95,n
BG5,C,C,7,2,2,105,n
BG8,T,T,7,1,4,105.05,n
BG8,T,C,7,1,1,105.1,n
BG6,T,C,7,3,3,105.15,n
BG8,T,C,7,2,2,105.15,n
BG4,C,C,7,3,3,105.2,n
BG9,T,T,7,2,5,105.25,a
BG5,C,C,7,1,1,105.3,n
BG8,T,C,7,1,1,105.3,n
BG6,T,C,7,2,2,105.45,n
BG9,T,T,7,2,5,105.55,a
BG9,T,C,7,3,3,105.6,n
BG9,T,T,7,3,6,105.9,n
BG3,C,C,14,1,1,106,n
BG4,C,C,7,2,2,106.1,n
BG4,C,C,7,3,3,106.25,n
BG7,T,C,7,2,2,106.25,n
BG7,T,C,7,2,2,106.25,n
BG4,C,C,7,1,1,106.3,n
BG4,C,C,7,2,2,106.3,n
BG5,C,C,7,1,1,106.35,n
BG8,T,C,7,2,2,106.4,a
BG7,T,T,7,2,5,106.45,a
BG7,T,T,7,2,5,106.6,n
BG8,T,T,7,1,4,106.6,n
BG6,T,C,7,3,3,106.8,n
BG3,C,T,7,2,5,106.85,a
BG9,T,C,7,1,1,107.05,n
BG4,C,C,7,1,1,107.1,n
BG5,C,C,7,3,3,107.3,n
BG9,T,T,7,3,6,107.4,n
BG4,C,C,7,3,3,107.45,n
BG9,T,T,7,1,4,107.7,n
BG4,C,T,7,2,5,107.75,n
BG6,T,C,7,2,2,107.85,n
BG7,T,C,7,3,3,107.9,n
BG6,T,T,7,2,5,107.95,n
BG7,T,C,7,3,3,107.95,n
BG7,T,T,7,2,5,108.05,n
BG8,T,T,14,2,5,108.2,a
BG9,T,C,7,2,2,108.25,n
BG4,C,C,7,2,2,108.3,n
BG8,T,C,7,2,2,108.3,n
BG7,T,T,7,3,6,108.75,a
BG8,T,C,7,1,1,109,n
BG5,C,C,7,1,1,109.1,n
BG6,T,C,7,2,2,109.1,n
BG8,T,T,14,2,5,109.2,a
BG3,C,T,7,1,4,109.3,n
BG3,C,C,7,1,1,109.4,n
BG8,T,T,14,2,5,109.4,a
BG8,T,T,7,1,4,109.45,n
BG3,C,C,7,1,1,109.5,n
BG7,T,C,7,1,1,109.5,n
BG9,T,C,7,1,1,109.5,n
BG6,T,T,14,2,5,109.5,a
BG9,T,C,7,3,3,109.55,n
BG5,C,C,7,2,2,109.6,a
BG8,T,C,7,1,1,109.6,n
BG9,T,C,7,3,3,109.6,n
BG7,T,T,7,3,6,109.65,n
BG9,T,C,7,2,2,109.75,n
BG5,C,C,7,3,3,109.8,n
BG8,T,C,7,1,1,109.8,n
BG7,T,C,7,1,1,110,n
BG7,T,T,7,2,5,110.05,n
BG5,C,C,7,1,1,110.1,n
BG5,C,C,7,2,2,110.1,n
BG7,T,C,7,3,3,110.1,n
BG7,T,C,7,3,3,110.1,n
BG9,T,T,7,3,6,110.1,n
BG7,T,T,14,3,6,110.1,a
BG4,C,T,7,2,5,110.2,n
BG4,C,C,7,3,3,110.25,n
BG8,T,C,7,2,2,110.25,n
BG7,T,C,7,3,3,110.35,n
BG9,T,C,7,2,2,110.35,n
BG8,T,T,7,1,4,110.4,n
BG7,T,C,7,1,1,110.5,n
